section	key	ru	uk	de	es	fr	pl	it	tr	pt	ro	bg	cs	sk	hu	el	sl	et	lt
Settings	settings_theme_dark	Тёмная	"=GOOGLETRANSLATE(C99; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C99; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C99; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C99; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C99; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C99; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C99; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C99; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C99; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C99; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C99; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C99; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C99; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C99; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C99; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C99; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C99; ""ru""; ""lt"")"
Settings	settings_theme_notebook	Тетрадь	"=GOOGLETRANSLATE(C100; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C100; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C100; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C100; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C100; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C100; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C100; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C100; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C100; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C100; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C100; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C100; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C100; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C100; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C100; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C100; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C100; ""ru""; ""lt"")"
Settings	settings_sfx	✨ Звуковые эффекты	"=GOOGLETRANSLATE(C101; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C101; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C101; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C101; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C101; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C101; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C101; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C101; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C101; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C101; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C101; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C101; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C101; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C101; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C101; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C101; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C101; ""ru""; ""lt"")"
Settings	settings_sfx_on	🔔 Включены	"=GOOGLETRANSLATE(C102; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C102; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C102; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C102; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C102; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C102; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C102; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C102; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C102; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C102; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C102; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C102; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C102; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C102; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C102; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C102; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C102; ""ru""; ""lt"")"
Settings	settings_sfx_off	🔕 Выключены	"=GOOGLETRANSLATE(C103; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C103; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C103; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C103; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C103; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C103; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C103; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C103; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C103; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C103; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C103; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C103; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C103; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C103; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C103; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C103; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C103; ""ru""; ""lt"")"
Settings	settings_voice	Акцент озвучки	"=GOOGLETRANSLATE(C104; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C104; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C104; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C104; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C104; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C104; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C104; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C104; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C104; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C104; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C104; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C104; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C104; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C104; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C104; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C104; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C104; ""ru""; ""lt"")"
Settings	settings_voice_uk	Британский (UK)	"=GOOGLETRANSLATE(C105; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C105; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C105; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C105; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C105; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C105; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C105; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C105; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C105; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C105; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C105; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C105; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C105; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C105; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C105; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C105; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C105; ""ru""; ""lt"")"
Settings	settings_voice_us	Американский (US)	"=GOOGLETRANSLATE(C106; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C106; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C106; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C106; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C106; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C106; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C106; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C106; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C106; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C106; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C106; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C106; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C106; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C106; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C106; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C106; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C106; ""ru""; ""lt"")"
Settings	settings_goal	📌 Дневная цель	"=GOOGLETRANSLATE(C107; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C107; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C107; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C107; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C107; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C107; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C107; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C107; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C107; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C107; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C107; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C107; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C107; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C107; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C107; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C107; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C107; ""ru""; ""lt"")"
Settings	settings_lang	🌐 Язык интерфейса	"=GOOGLETRANSLATE(C108; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C108; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C108; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C108; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C108; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C108; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C108; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C108; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C108; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C108; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C108; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C108; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C108; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C108; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C108; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C108; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C108; ""ru""; ""lt"")"
Settings	settings_sync_btn	Синхронизация с сервером	"=GOOGLETRANSLATE(C109; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C109; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C109; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C109; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C109; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C109; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C109; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C109; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C109; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C109; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C109; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C109; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C109; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C109; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C109; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C109; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C109; ""ru""; ""lt"")"
Settings	settings_sync_confirm	Вы уверены, что хотите синхронизировать данные с сервером и перезагрузить?	"=GOOGLETRANSLATE(C110; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C110; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C110; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C110; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C110; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C110; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C110; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C110; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C110; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C110; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C110; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C110; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C110; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C110; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C110; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C110; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C110; ""ru""; ""lt"")"
Settings	settings_cache_cleared	✓ Кэш успешно очищен!	"=GOOGLETRANSLATE(C111; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C111; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C111; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C111; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C111; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C111; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C111; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C111; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C111; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C111; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C111; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C111; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C111; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C111; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C111; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C111; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C111; ""ru""; ""lt"")"
Settings	settings_avatar_choose	Выбрать аватарку	"=GOOGLETRANSLATE(C112; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C112; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C112; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C112; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C112; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C112; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C112; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C112; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C112; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C112; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C112; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C112; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C112; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C112; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C112; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C112; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C112; ""ru""; ""lt"")"
Avatar	avatar_choose_title	🎭 Выберите персонажа	"=GOOGLETRANSLATE(C113; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C113; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C113; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C113; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C113; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C113; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C113; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C113; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C113; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C113; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C113; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C113; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C113; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C113; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C113; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C113; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C113; ""ru""; ""lt"")"
Avatar	avatar_upload_btn	📁 Загрузить своё фото	"=GOOGLETRANSLATE(C114; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C114; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C114; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C114; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C114; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C114; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C114; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C114; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C114; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C114; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C114; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C114; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C114; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C114; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C114; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C114; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C114; ""ru""; ""lt"")"
Avatar	avatar_reset_btn	✕ Сбросить на стандартный	"=GOOGLETRANSLATE(C115; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C115; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C115; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C115; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C115; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C115; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C115; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C115; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C115; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C115; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C115; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C115; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C115; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C115; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C115; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C115; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C115; ""ru""; ""lt"")"
Auth	auth_modal_title	Вход в аккаунт	"=GOOGLETRANSLATE(C116; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C116; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C116; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C116; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C116; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C116; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C116; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C116; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C116; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C116; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C116; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C116; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C116; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C116; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C116; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C116; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C116; ""ru""; ""lt"")"
Auth	auth_email_label	Ваш Email:	"=GOOGLETRANSLATE(C117; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C117; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C117; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C117; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C117; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C117; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C117; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C117; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C117; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C117; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C117; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C117; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C117; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C117; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C117; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C117; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C117; ""ru""; ""lt"")"
Auth	auth_email_ph	name@example.com	"=GOOGLETRANSLATE(C118; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C118; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C118; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C118; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C118; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C118; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C118; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C118; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C118; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C118; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C118; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C118; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C118; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C118; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C118; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C118; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C118; ""ru""; ""lt"")"
Auth	auth_pass_label	Пароль:	"=GOOGLETRANSLATE(C119; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C119; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C119; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C119; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C119; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C119; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C119; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C119; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C119; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C119; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C119; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C119; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C119; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C119; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C119; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C119; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C119; ""ru""; ""lt"")"
Auth	auth_pass_ph	Введите пароль	"=GOOGLETRANSLATE(C120; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C120; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C120; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C120; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C120; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C120; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C120; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C120; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C120; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C120; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C120; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C120; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C120; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C120; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C120; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C120; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C120; ""ru""; ""lt"")"
Auth	auth_name_label	Ваше имя:	"=GOOGLETRANSLATE(C121; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C121; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C121; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C121; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C121; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C121; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C121; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C121; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C121; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C121; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C121; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C121; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C121; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C121; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C121; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C121; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C121; ""ru""; ""lt"")"
Auth	auth_name_ph	Как к вам обращаться	"=GOOGLETRANSLATE(C122; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C122; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C122; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C122; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C122; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C122; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C122; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C122; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C122; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C122; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C122; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C122; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C122; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C122; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C122; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C122; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C122; ""ru""; ""lt"")"
